timestamp,cars.k,car.ksi,vandrivers,car_ksi
3/31/73,107,1687,12,7.4313
4/1/73,97,1508,6,7.319202
4/2/73,102,1507,12,7.31854
4/3/73,87,1385,8,7.234177
4/4/73,119,1632,10,7.398174
4/5/73,107,1687,12,7.4313
4/6/73,97,1508,6,7.319202
4/7/73,102,1507,12,7.31854
4/8/73,87,1385,8,7.234177
4/9/73,119,1632,10,7.398174
4/10/73,107,1687,12,7.4313
4/11/73,97,1508,6,7.319202
4/12/73,102,1507,12,7.31854
4/13/73,87,1385,8,7.234177
4/14/73,119,1632,10,7.398174
4/15/73,107,1687,12,7.4313
4/16/73,97,1508,6,7.319202
4/17/73,102,1507,12,7.31854
4/18/73,87,1385,8,7.234177
4/19/73,119,1632,10,7.398174
4/20/73,107,1687,12,7.4313
4/21/73,97,1508,6,7.319202
4/22/73,102,1507,12,7.31854
4/23/73,87,1385,8,7.234177
4/24/73,119,1632,10,7.398174
4/25/73,107,1687,12,7.4313
4/26/73,97,1508,6,7.319202
4/27/73,102,1507,12,7.31854
4/28/73,87,1385,8,7.234177
4/29/73,119,1632,10,7.398174
4/30/73,107,1687,12,7.4313
5/1/73,97,1508,6,7.319202
5/2/73,102,1507,12,7.31854
5/3/73,87,1385,8,7.234177
5/4/73,119,1632,10,7.398174
5/5/73,107,1687,12,7.4313
5/6/73,97,1508,6,7.319202
5/7/73,102,1507,12,7.31854
5/8/73,87,1385,8,7.234177
5/9/73,119,1632,10,7.398174
5/10/73,107,1687,12,7.4313
5/11/73,97,1508,6,7.319202
5/12/73,102,1507,12,7.31854
5/13/73,87,1385,8,7.234177
5/14/73,119,1632,10,7.398174
5/15/73,107,1687,12,7.4313
5/16/73,97,1508,6,7.319202
5/17/73,102,1507,12,7.31854
5/18/73,87,1385,8,7.234177
5/19/73,119,1632,10,7.398174
5/20/73,107,1687,12,7.4313
5/21/73,97,1508,6,7.319202
5/22/73,102,1507,12,7.31854
5/23/73,87,1385,8,7.234177
5/24/73,119,1632,10,7.398174
5/25/73,107,1687,12,7.4313
5/26/73,97,1508,6,7.319202
5/27/73,102,1507,12,7.31854
5/28/73,87,1385,8,7.234177
5/29/73,119,1632,10,7.398174
5/30/73,107,1687,12,7.4313
5/31/73,97,1508,6,7.319202
6/1/73,102,1507,12,7.31854
6/2/73,87,1385,8,7.234177
6/3/73,119,1632,10,7.398174
6/4/73,107,1687,12,7.4313
6/5/73,97,1508,6,7.319202
6/6/73,102,1507,12,7.31854
6/7/73,87,1385,8,7.234177
6/8/73,119,1632,10,7.398174
6/9/73,107,1687,12,7.4313
6/10/73,97,1508,6,7.319202
6/11/73,102,1507,12,7.31854
6/12/73,87,1385,8,7.234177
6/13/73,119,1632,10,7.398174
6/14/73,107,1687,12,7.4313
6/15/73,97,1508,6,7.319202
6/16/73,102,1507,12,7.31854
6/17/73,87,1385,8,7.234177
6/18/73,119,1632,10,7.398174
6/19/73,107,1687,12,7.4313
6/20/73,97,1508,6,7.319202
6/21/73,102,1507,12,7.31854
6/22/73,87,1385,8,7.234177
6/23/73,119,1632,10,7.398174
6/24/73,107,1687,12,7.4313
6/25/73,97,1508,6,7.319202
6/26/73,102,1507,12,7.31854
6/27/73,87,1385,8,7.234177
6/28/73,119,1632,10,7.398174
6/29/73,107,1687,12,7.4313
6/30/73,97,1508,6,7.319202
7/1/73,102,1507,12,7.31854
7/2/73,87,1385,8,7.234177
7/3/73,119,1632,10,7.398174
7/4/73,107,1687,12,7.4313
7/5/73,97,1508,6,7.319202
7/6/73,102,1507,12,7.31854
7/7/73,87,1385,8,7.234177
7/8/73,119,1632,10,7.398174
7/9/73,107,1687,12,7.4313
7/10/73,97,1508,6,7.319202
7/11/73,102,1507,12,7.31854
7/12/73,87,1385,8,7.234177
7/13/73,119,1632,10,7.398174
7/14/73,107,1687,12,7.4313
7/15/73,97,1508,6,7.319202
7/16/73,102,1507,12,7.31854
7/17/73,87,1385,8,7.234177
7/18/73,119,1632,10,7.398174
7/19/73,107,1687,12,7.4313
7/20/73,97,1508,6,7.319202
7/21/73,102,1507,12,7.31854
7/22/73,87,1385,8,7.234177
7/23/73,119,1632,10,7.398174
7/24/73,107,1687,12,7.4313
7/25/73,97,1508,6,7.319202
7/26/73,102,1507,12,7.31854
7/27/73,87,1385,8,7.234177
7/28/73,119,1632,10,7.398174
7/29/73,107,1687,12,7.4313
7/30/73,97,1508,6,7.319202
7/31/73,102,1507,12,7.31854
8/1/73,87,1385,8,7.234177
8/2/73,119,1632,10,7.398174
8/3/73,107,1687,12,7.4313
8/4/73,97,1508,6,7.319202
8/5/73,102,1507,12,7.31854
8/6/73,87,1385,8,7.234177
8/7/73,119,1632,10,7.398174
8/8/73,107,1687,12,7.4313
8/9/73,97,1508,6,7.319202
8/10/73,102,1507,12,7.31854
8/11/73,87,1385,8,7.234177
8/12/73,119,1632,10,7.398174
8/13/73,107,1687,12,7.4313
8/14/73,97,1508,6,7.319202
8/15/73,102,1507,12,7.31854
8/16/73,87,1385,8,7.234177
8/17/73,119,1632,10,7.398174
8/18/73,107,1687,12,7.4313
8/19/73,97,1508,6,7.319202
8/20/73,102,1507,12,7.31854
8/21/73,87,1385,8,7.234177
8/22/73,119,1632,10,7.398174
8/23/73,107,1687,12,7.4313
8/24/73,97,1508,6,7.319202
8/25/73,102,1507,12,7.31854
8/26/73,87,1385,8,7.234177
8/27/73,119,1632,10,7.398174
8/28/73,107,1687,12,7.4313
8/29/73,97,1508,6,7.319202
8/30/73,102,1507,12,7.31854
8/31/73,87,1385,8,7.234177
9/1/73,119,1632,10,7.398174
9/2/73,107,1687,12,7.4313
9/3/73,97,1508,6,7.319202
9/4/73,102,1507,12,7.31854
9/5/73,87,1385,8,7.234177
9/6/73,119,1632,10,7.398174
9/7/73,107,1687,12,7.4313
9/8/73,97,1508,6,7.319202
9/9/73,102,1507,12,7.31854
9/10/73,87,1385,8,7.234177
9/11/73,119,1632,10,7.398174
9/12/73,107,1687,12,7.4313
9/13/73,97,1508,6,7.319202
9/14/73,102,1507,12,7.31854
9/15/73,87,1385,8,7.234177
9/16/73,119,1632,10,7.398174
9/17/73,107,1687,12,7.4313
9/18/73,97,1508,6,7.319202
9/19/73,102,1507,12,7.31854
9/20/73,87,1385,8,7.234177
9/21/73,119,1632,10,7.398174
9/22/73,107,1687,12,7.4313
9/23/73,97,1508,6,7.319202
9/24/73,102,1507,12,7.31854
9/25/73,87,1385,8,7.234177
9/26/73,119,1632,10,7.398174
9/27/73,107,1687,12,7.4313
9/28/73,97,1508,6,7.319202
9/29/73,102,1507,12,7.31854
9/30/73,87,1385,8,7.234177
10/1/73,119,1632,10,7.398174
10/2/73,107,1687,12,7.4313
10/3/73,97,1508,6,7.319202
10/4/73,102,1507,12,7.31854
10/5/73,87,1385,8,7.234177
10/6/73,119,1632,10,7.398174
10/7/73,107,1687,12,7.4313
10/8/73,97,1508,6,7.319202
10/9/73,102,1507,12,7.31854
10/10/73,87,1385,8,7.234177
10/11/73,119,1632,10,7.398174
10/12/73,107,1687,12,7.4313
10/13/73,97,1508,6,7.319202
10/14/73,102,1507,12,7.31854
10/15/73,87,1385,8,7.234177
10/16/73,119,1632,10,7.398174
10/17/73,107,1687,12,7.4313
10/18/73,97,1508,6,7.319202
10/19/73,102,1507,12,7.31854
10/20/73,87,1385,8,7.234177
10/21/73,119,1632,10,7.398174
10/22/73,107,1687,12,7.4313
10/23/73,97,1508,6,7.319202
10/24/73,102,1507,12,7.31854
10/25/73,87,1385,8,7.234177
10/26/73,119,1632,10,7.398174
10/27/73,107,1687,12,7.4313
10/28/73,97,1508,6,7.319202
10/29/73,102,1507,12,7.31854
10/30/73,87,1385,8,7.234177
10/31/73,119,1632,10,7.398174
11/1/73,107,1687,12,7.4313
11/2/73,97,1508,6,7.319202
11/3/73,102,1507,12,7.31854
11/4/73,87,1385,8,7.234177
11/5/73,119,1632,10,7.398174
11/6/73,107,1687,12,7.4313
11/7/73,97,1508,6,7.319202
11/8/73,102,1507,12,7.31854
11/9/73,87,1385,8,7.234177
11/10/73,119,1632,10,7.398174
11/11/73,107,1687,12,7.4313
11/12/73,97,1508,6,7.319202
11/13/73,102,1507,12,7.31854
11/14/73,87,1385,8,7.234177
11/15/73,119,1632,10,7.398174
11/16/73,107,1687,12,7.4313
11/17/73,97,1508,6,7.319202
11/18/73,102,1507,12,7.31854
11/19/73,87,1385,8,7.234177
11/20/73,119,1632,10,7.398174
11/21/73,107,1687,12,7.4313
11/22/73,97,1508,6,7.319202
11/23/73,102,1507,12,7.31854
11/24/73,87,1385,8,7.234177
11/25/73,119,1632,10,7.398174
11/26/73,107,1687,12,7.4313
11/27/73,97,1508,6,7.319202
11/28/73,102,1507,12,7.31854
11/29/73,87,1385,8,7.234177
11/30/73,119,1632,10,7.398174
12/1/73,107,1687,12,7.4313
12/2/73,97,1508,6,7.319202
12/3/73,102,1507,12,7.31854
12/4/73,87,1385,8,7.234177
12/5/73,119,1632,10,7.398174
12/6/73,107,1687,12,7.4313
12/7/73,97,1508,6,7.319202
12/8/73,102,1507,12,7.31854
12/9/73,87,1385,8,7.234177
12/10/73,119,1632,10,7.398174
12/11/73,107,1687,12,7.4313
12/12/73,97,1508,6,7.319202
12/13/73,102,1507,12,7.31854
12/14/73,87,1385,8,7.234177
12/15/73,119,1632,10,7.398174
12/16/73,107,1687,12,7.4313
12/17/73,97,1508,6,7.319202
12/18/73,102,1507,12,7.31854
12/19/73,87,1385,8,7.234177
12/20/73,119,1632,10,7.398174
12/21/73,107,1687,12,7.4313
12/22/73,97,1508,6,7.319202
12/23/73,102,1507,12,7.31854
12/24/73,87,1385,8,7.234177
12/25/73,119,1632,10,7.398174
12/26/73,107,1687,12,7.4313
12/27/73,97,1508,6,7.319202
12/28/73,102,1507,12,7.31854
12/29/73,87,1385,8,7.234177
12/30/73,119,1632,10,7.398174
12/31/73,107,1687,12,7.4313
1/1/74,97,1508,6,7.319202
1/2/74,102,1507,12,7.31854
1/3/74,87,1385,8,7.234177
1/4/74,119,1632,10,7.398174
1/5/74,107,1687,12,7.4313
1/6/74,97,1508,6,7.319202
1/7/74,102,1507,12,7.31854
1/8/74,87,1385,8,7.234177
1/9/74,119,1632,10,7.398174
1/10/74,107,1687,12,7.4313
1/11/74,97,1508,6,7.319202
1/12/74,102,1507,12,7.31854
1/13/74,87,1385,8,7.234177
1/14/74,119,1632,10,7.398174
1/15/74,107,1687,12,7.4313
1/16/74,97,1508,6,7.319202
1/17/74,102,1507,12,7.31854
1/18/74,87,1385,8,7.234177
1/19/74,119,1632,10,7.398174
1/20/74,107,1687,12,7.4313
1/21/74,97,1508,6,7.319202
1/22/74,102,1507,12,7.31854
1/23/74,87,1385,8,7.234177
1/24/74,119,1632,10,7.398174
1/25/74,107,1687,12,7.4313
1/26/74,97,1508,6,7.319202
1/27/74,102,1507,12,7.31854
1/28/74,87,1385,8,7.234177
1/29/74,119,1632,10,7.398174
1/30/74,107,1687,12,7.4313
1/31/74,97,1508,6,7.319202
2/1/74,102,1507,12,7.31854
2/2/74,87,1385,8,7.234177
2/3/74,119,1632,10,7.398174
2/4/74,107,1687,12,7.4313
2/5/74,97,1508,6,7.319202
2/6/74,102,1507,12,7.31854
2/7/74,87,1385,8,7.234177
2/8/74,119,1632,10,7.398174
2/9/74,107,1687,12,7.4313
2/10/74,97,1508,6,7.319202
2/11/74,102,1507,12,7.31854
2/12/74,87,1385,8,7.234177
2/13/74,119,1632,10,7.398174
2/14/74,107,1687,12,7.4313
2/15/74,97,1508,6,7.319202
2/16/74,102,1507,12,7.31854
2/17/74,87,1385,8,7.234177
2/18/74,119,1632,10,7.398174
2/19/74,107,1687,12,7.4313
2/20/74,97,1508,6,7.319202
2/21/74,102,1507,12,7.31854
2/22/74,87,1385,8,7.234177
2/23/74,119,1632,10,7.398174
2/24/74,107,1687,12,7.4313
2/25/74,97,1508,6,7.319202
2/26/74,102,1507,12,7.31854
2/27/74,87,1385,8,7.234177
2/28/74,119,1632,10,7.398174
3/1/74,107,1687,12,7.4313
3/2/74,97,1508,6,7.319202
3/3/74,102,1507,12,7.31854
3/4/74,87,1385,8,7.234177
3/5/74,119,1632,10,7.398174
3/6/74,107,1687,12,7.4313
3/7/74,97,1508,6,7.319202
3/8/74,102,1507,12,7.31854
3/9/74,87,1385,8,7.234177
3/10/74,119,1632,10,7.398174
3/11/74,107,1687,12,7.4313
3/12/74,97,1508,6,7.319202
3/13/74,102,1507,12,7.31854
3/14/74,87,1385,8,7.234177
3/15/74,119,1632,10,7.398174
3/16/74,107,1687,12,7.4313
3/17/74,97,1508,6,7.319202
3/18/74,102,1507,12,7.31854
3/19/74,87,1385,8,7.234177
3/20/74,119,1632,10,7.398174
3/21/74,107,1687,12,7.4313
3/22/74,97,1508,6,7.319202
3/23/74,102,1507,12,7.31854
3/24/74,87,1385,8,7.234177
3/25/74,119,1632,10,7.398174
3/26/74,107,1687,12,7.4313
3/27/74,97,1508,6,7.319202
3/28/74,102,1507,12,7.31854
3/29/74,87,1385,8,7.234177
3/30/74,119,1632,10,7.398174
3/31/74,107,1687,12,7.4313
4/1/74,97,1508,6,7.319202
4/2/74,102,1507,12,7.31854
4/3/74,87,1385,8,7.234177
4/4/74,119,1632,10,7.398174
4/5/74,107,1687,12,7.4313
4/6/74,97,1508,6,7.319202
4/7/74,102,1507,12,7.31854
4/8/74,87,1385,8,7.234177
4/9/74,119,1632,10,7.398174
4/10/74,107,1687,12,7.4313
4/11/74,97,1508,6,7.319202
4/12/74,102,1507,12,7.31854
4/13/74,87,1385,8,7.234177
4/14/74,119,1632,10,7.398174
4/15/74,107,1687,12,7.4313
4/16/74,97,1508,6,7.319202
4/17/74,102,1507,12,7.31854
4/18/74,87,1385,8,7.234177
4/19/74,119,1632,10,7.398174
4/20/74,107,1687,12,7.4313
4/21/74,97,1508,6,7.319202
4/22/74,102,1507,12,7.31854
4/23/74,87,1385,8,7.234177
4/24/74,119,1632,10,7.398174
4/25/74,107,1687,12,7.4313
4/26/74,97,1508,6,7.319202
4/27/74,102,1507,12,7.31854
4/28/74,87,1385,8,7.234177
4/29/74,119,1632,10,7.398174
4/30/74,107,1687,12,7.4313
5/1/74,97,1508,6,7.319202
5/2/74,102,1507,12,7.31854
5/3/74,87,1385,8,7.234177
5/4/74,119,1632,10,7.398174
5/5/74,107,1687,12,7.4313
5/6/74,97,1508,6,7.319202
5/7/74,102,1507,12,7.31854
5/8/74,87,1385,8,7.234177
5/9/74,119,1632,10,7.398174
5/10/74,107,1687,12,7.4313
5/11/74,97,1508,6,7.319202
5/12/74,102,1507,12,7.31854
5/13/74,87,1385,8,7.234177
5/14/74,119,1632,10,7.398174
5/15/74,107,1687,12,7.4313
5/16/74,97,1508,6,7.319202
5/17/74,102,1507,12,7.31854
5/18/74,87,1385,8,7.234177
5/19/74,119,1632,10,7.398174
5/20/74,107,1687,12,7.4313
5/21/74,97,1508,6,7.319202
5/22/74,102,1507,12,7.31854
5/23/74,87,1385,8,7.234177
5/24/74,119,1632,10,7.398174
5/25/74,107,1687,12,7.4313
5/26/74,97,1508,6,7.319202
5/27/74,102,1507,12,7.31854
5/28/74,87,1385,8,7.234177
5/29/74,119,1632,10,7.398174
5/30/74,107,1687,12,7.4313
5/31/74,97,1508,6,7.319202
6/1/74,102,1507,12,7.31854
6/2/74,87,1385,8,7.234177
6/3/74,119,1632,10,7.398174
6/4/74,107,1687,12,7.4313
6/5/74,97,1508,6,7.319202
6/6/74,102,1507,12,7.31854
6/7/74,87,1385,8,7.234177
6/8/74,119,1632,10,7.398174
6/9/74,107,1687,12,7.4313
6/10/74,97,1508,6,7.319202
6/11/74,102,1507,12,7.31854
6/12/74,87,1385,8,7.234177
6/13/74,119,1632,10,7.398174
6/14/74,107,1687,12,7.4313
6/15/74,97,1508,6,7.319202
6/16/74,102,1507,12,7.31854
6/17/74,87,1385,8,7.234177
6/18/74,119,1632,10,7.398174
6/19/74,107,1687,12,7.4313
6/20/74,97,1508,6,7.319202
6/21/74,102,1507,12,7.31854
6/22/74,87,1385,8,7.234177
6/23/74,119,1632,10,7.398174
6/24/74,107,1687,12,7.4313
6/25/74,97,1508,6,7.319202
6/26/74,102,1507,12,7.31854
6/27/74,87,1385,8,7.234177
6/28/74,119,1632,10,7.398174
6/29/74,107,1687,12,7.4313
6/30/74,97,1508,6,7.319202
7/1/74,102,1507,12,7.31854
7/2/74,87,1385,8,7.234177
7/3/74,119,1632,10,7.398174
7/4/74,107,1687,12,7.4313
7/5/74,97,1508,6,7.319202
7/6/74,102,1507,12,7.31854
7/7/74,87,1385,8,7.234177
7/8/74,119,1632,10,7.398174
7/9/74,107,1687,12,7.4313
7/10/74,97,1508,6,7.319202
7/11/74,102,1507,12,7.31854
7/12/74,87,1385,8,7.234177
7/13/74,119,1632,10,7.398174
7/14/74,107,1687,12,7.4313
7/15/74,97,1508,6,7.319202
7/16/74,102,1507,12,7.31854
7/17/74,87,1385,8,7.234177
7/18/74,119,1632,10,7.398174
7/19/74,107,1687,12,7.4313
7/20/74,97,1508,6,7.319202
7/21/74,102,1507,12,7.31854
7/22/74,87,1385,8,7.234177
7/23/74,119,1632,10,7.398174
7/24/74,107,1687,12,7.4313
7/25/74,97,1508,6,7.319202
7/26/74,102,1507,12,7.31854
7/27/74,87,1385,8,7.234177
7/28/74,119,1632,10,7.398174
7/29/74,107,1687,12,7.4313
7/30/74,97,1508,6,7.319202
7/31/74,102,1507,12,7.31854
8/1/74,87,1385,8,7.234177
8/2/74,119,1632,10,7.398174
8/3/74,107,1687,12,7.4313
8/4/74,97,1508,6,7.319202
8/5/74,102,1507,12,7.31854
8/6/74,87,1385,8,7.234177
8/7/74,119,1632,10,7.398174
8/8/74,107,1687,12,7.4313
8/9/74,97,1508,6,7.319202
8/10/74,102,1507,12,7.31854
8/11/74,87,1385,8,7.234177
8/12/74,119,1632,10,7.398174
8/13/74,107,1687,12,7.4313
8/14/74,97,1508,6,7.319202
8/15/74,102,1507,12,7.31854
8/16/74,87,1385,8,7.234177
8/17/74,119,1632,10,7.398174
8/18/74,107,1687,12,7.4313
8/19/74,97,1508,6,7.319202
8/20/74,102,1507,12,7.31854
8/21/74,87,1385,8,7.234177
8/22/74,119,1632,10,7.398174
8/23/74,107,1687,12,7.4313
8/24/74,97,1508,6,7.319202
8/25/74,102,1507,12,7.31854
8/26/74,87,1385,8,7.234177
8/27/74,119,1632,10,7.398174
8/28/74,107,1687,12,7.4313
8/29/74,97,1508,6,7.319202
8/30/74,102,1507,12,7.31854
8/31/74,87,1385,8,7.234177
9/1/74,119,1632,10,7.398174
9/2/74,107,1687,12,7.4313
9/3/74,97,1508,6,7.319202
9/4/74,102,1507,12,7.31854
9/5/74,87,1385,8,7.234177
9/6/74,119,1632,10,7.398174
9/7/74,107,1687,12,7.4313
9/8/74,97,1508,6,7.319202
9/9/74,102,1507,12,7.31854
9/10/74,87,1385,8,7.234177
9/11/74,119,1632,10,7.398174
9/12/74,107,1687,12,7.4313
9/13/74,97,1508,6,7.319202
9/14/74,102,1507,12,7.31854
9/15/74,87,1385,8,7.234177
9/16/74,119,1632,10,7.398174
9/17/74,107,1687,12,7.4313
9/18/74,97,1508,6,7.319202
9/19/74,102,1507,12,7.31854
9/20/74,87,1385,8,7.234177
9/21/74,119,1632,10,7.398174
9/22/74,107,1687,12,7.4313
9/23/74,97,1508,6,7.319202
9/24/74,102,1507,12,7.31854
9/25/74,87,1385,8,7.234177
9/26/74,119,1632,10,7.398174
9/27/74,107,1687,12,7.4313
9/28/74,97,1508,6,7.319202
9/29/74,102,1507,12,7.31854
9/30/74,87,1385,8,7.234177
10/1/74,119,1632,10,7.398174
10/2/74,107,1687,12,7.4313
10/3/74,97,1508,6,7.319202
10/4/74,102,1507,12,7.31854
10/5/74,87,1385,8,7.234177
10/6/74,119,1632,10,7.398174
10/7/74,107,1687,12,7.4313
10/8/74,97,1508,6,7.319202
10/9/74,102,1507,12,7.31854
10/10/74,87,1385,8,7.234177
10/11/74,119,1632,10,7.398174
10/12/74,107,1687,12,7.4313
10/13/74,97,1508,6,7.319202
10/14/74,102,1507,12,7.31854
10/15/74,87,1385,8,7.234177
10/16/74,119,1632,10,7.398174
10/17/74,107,1687,12,7.4313
10/18/74,97,1508,6,7.319202
10/19/74,102,1507,12,7.31854
10/20/74,87,1385,8,7.234177
10/21/74,119,1632,10,7.398174
10/22/74,107,1687,12,7.4313
10/23/74,97,1508,6,7.319202
10/24/74,102,1507,12,7.31854
10/25/74,87,1385,8,7.234177
10/26/74,119,1632,10,7.398174
10/27/74,107,1687,12,7.4313
10/28/74,97,1508,6,7.319202
10/29/74,102,1507,12,7.31854
10/30/74,87,1385,8,7.234177
10/31/74,119,1632,10,7.398174
11/1/74,107,1687,12,7.4313
11/2/74,97,1508,6,7.319202
11/3/74,102,1507,12,7.31854
11/4/74,87,1385,8,7.234177
11/5/74,119,1632,10,7.398174
11/6/74,107,1687,12,7.4313
11/7/74,97,1508,6,7.319202
11/8/74,102,1507,12,7.31854
11/9/74,87,1385,8,7.234177
11/10/74,119,1632,10,7.398174
11/11/74,107,1687,12,7.4313
11/12/74,97,1508,6,7.319202
11/13/74,102,1507,12,7.31854
11/14/74,87,1385,8,7.234177
11/15/74,119,1632,10,7.398174
11/16/74,107,1687,12,7.4313
11/17/74,97,1508,6,7.319202
11/18/74,102,1507,12,7.31854
11/19/74,87,1385,8,7.234177
11/20/74,119,1632,10,7.398174
11/21/74,107,1687,12,7.4313
11/22/74,97,1508,6,7.319202
11/23/74,102,1507,12,7.31854
11/24/74,87,1385,8,7.234177
11/25/74,119,1632,10,7.398174
11/26/74,107,1687,12,7.4313
11/27/74,97,1508,6,7.319202
11/28/74,102,1507,12,7.31854
11/29/74,87,1385,8,7.234177
11/30/74,119,1632,10,7.398174
12/1/74,107,1687,12,7.4313
12/2/74,97,1508,6,7.319202
12/3/74,102,1507,12,7.31854
12/4/74,87,1385,8,7.234177
12/5/74,119,1632,10,7.398174
12/6/74,107,1687,12,7.4313
12/7/74,97,1508,6,7.319202
12/8/74,102,1507,12,7.31854
12/9/74,87,1385,8,7.234177
12/10/74,119,1632,10,7.398174
12/11/74,107,1687,12,7.4313
12/12/74,97,1508,6,7.319202
12/13/74,102,1507,12,7.31854
12/14/74,87,1385,8,7.234177
12/15/74,119,1632,10,7.398174
12/16/74,107,1687,12,7.4313
12/17/74,97,1508,6,7.319202
12/18/74,102,1507,12,7.31854
12/19/74,87,1385,8,7.234177
12/20/74,119,1632,10,7.398174
12/21/74,107,1687,12,7.4313
12/22/74,97,1508,6,7.319202
12/23/74,102,1507,12,7.31854
12/24/74,87,1385,8,7.234177
12/25/74,119,1632,10,7.398174
12/26/74,107,1687,12,7.4313
12/27/74,97,1508,6,7.319202
12/28/74,102,1507,12,7.31854
12/29/74,87,1385,8,7.234177
12/30/74,119,1632,10,7.398174
12/31/74,107,1687,12,7.4313
1/1/75,97,1508,6,7.319202
1/2/75,102,1507,12,7.31854
1/3/75,87,1385,8,7.234177
1/4/75,119,1632,10,7.398174
1/5/75,107,1687,12,7.4313
1/6/75,97,1508,6,7.319202
1/7/75,102,1507,12,7.31854
1/8/75,87,1385,8,7.234177
1/9/75,119,1632,10,7.398174
1/10/75,107,1687,12,7.4313
1/11/75,97,1508,6,7.319202
1/12/75,102,1507,12,7.31854
1/13/75,87,1385,8,7.234177
1/14/75,119,1632,10,7.398174
1/15/75,107,1687,12,7.4313
1/16/75,97,1508,6,7.319202
1/17/75,102,1507,12,7.31854
1/18/75,87,1385,8,7.234177
1/19/75,119,1632,10,7.398174
1/20/75,107,1687,12,7.4313
1/21/75,97,1508,6,7.319202
1/22/75,102,1507,12,7.31854
1/23/75,87,1385,8,7.234177
1/24/75,119,1632,10,7.398174
1/25/75,107,1687,12,7.4313
1/26/75,97,1508,6,7.319202
1/27/75,102,1507,12,7.31854
1/28/75,87,1385,8,7.234177
1/29/75,119,1632,10,7.398174
1/30/75,107,1687,12,7.4313
1/31/75,97,1508,6,7.319202
2/1/75,102,1507,12,7.31854
2/2/75,87,1385,8,7.234177
2/3/75,119,1632,10,7.398174
2/4/75,107,1687,12,7.4313
2/5/75,97,1508,6,7.319202
2/6/75,102,1507,12,7.31854
2/7/75,87,1385,8,7.234177
2/8/75,119,1632,10,7.398174
2/9/75,107,1687,12,7.4313
2/10/75,97,1508,6,7.319202
2/11/75,102,1507,12,7.31854
2/12/75,87,1385,8,7.234177
2/13/75,119,1632,10,7.398174
2/14/75,107,1687,12,7.4313
2/15/75,97,1508,6,7.319202
2/16/75,102,1507,12,7.31854
2/17/75,87,1385,8,7.234177
2/18/75,119,1632,10,7.398174
2/19/75,107,1687,12,7.4313
2/20/75,97,1508,6,7.319202
2/21/75,102,1507,12,7.31854
2/22/75,87,1385,8,7.234177
2/23/75,119,1632,10,7.398174
2/24/75,107,1687,12,7.4313
2/25/75,97,1508,6,7.319202
2/26/75,102,1507,12,7.31854
2/27/75,87,1385,8,7.234177
2/28/75,119,1632,10,7.398174
3/1/75,107,1687,12,7.4313
3/2/75,97,1508,6,7.319202
3/3/75,102,1507,12,7.31854
3/4/75,87,1385,8,7.234177
3/5/75,119,1632,10,7.398174
3/6/75,107,1687,12,7.4313
3/7/75,97,1508,6,7.319202
3/8/75,102,1507,12,7.31854
3/9/75,87,1385,8,7.234177
3/10/75,119,1632,10,7.398174
3/11/75,107,1687,12,7.4313
3/12/75,97,1508,6,7.319202
3/13/75,102,1507,12,7.31854
3/14/75,87,1385,8,7.234177
3/15/75,119,1632,10,7.398174
3/16/75,107,1687,12,7.4313
3/17/75,97,1508,6,7.319202
3/18/75,102,1507,12,7.31854
3/19/75,87,1385,8,7.234177
3/20/75,119,1632,10,7.398174
3/21/75,107,1687,12,7.4313
3/22/75,97,1508,6,7.319202
3/23/75,102,1507,12,7.31854
3/24/75,87,1385,8,7.234177
3/25/75,119,1632,10,7.398174
3/26/75,107,1687,12,7.4313
3/27/75,97,1508,6,7.319202
3/28/75,102,1507,12,7.31854
3/29/75,87,1385,8,7.234177
3/30/75,119,1632,10,7.398174
3/31/75,107,1687,12,7.4313
4/1/75,97,1508,6,7.319202
4/2/75,102,1507,12,7.31854
4/3/75,87,1385,8,7.234177
4/4/75,119,1632,10,7.398174
4/5/75,107,1687,12,7.4313
4/6/75,97,1508,6,7.319202
4/7/75,102,1507,12,7.31854
4/8/75,87,1385,8,7.234177
4/9/75,119,1632,10,7.398174
4/10/75,107,1687,12,7.4313
4/11/75,97,1508,6,7.319202
4/12/75,102,1507,12,7.31854
4/13/75,87,1385,8,7.234177
4/14/75,119,1632,10,7.398174
4/15/75,107,1687,12,7.4313
4/16/75,97,1508,6,7.319202
4/17/75,102,1507,12,7.31854
4/18/75,87,1385,8,7.234177
4/19/75,119,1632,10,7.398174
4/20/75,107,1687,12,7.4313
4/21/75,97,1508,6,7.319202
4/22/75,102,1507,12,7.31854
4/23/75,87,1385,8,7.234177
4/24/75,119,1632,10,7.398174
4/25/75,107,1687,12,7.4313
4/26/75,97,1508,6,7.319202
4/27/75,102,1507,12,7.31854
4/28/75,87,1385,8,7.234177
4/29/75,119,1632,10,7.398174
4/30/75,107,1687,12,7.4313
5/1/75,97,1508,6,7.319202
5/2/75,102,1507,12,7.31854
5/3/75,87,1385,8,7.234177
5/4/75,119,1632,10,7.398174
5/5/75,107,1687,12,7.4313
5/6/75,97,1508,6,7.319202
5/7/75,102,1507,12,7.31854
5/8/75,87,1385,8,7.234177
5/9/75,119,1632,10,7.398174
5/10/75,107,1687,12,7.4313
5/11/75,97,1508,6,7.319202
5/12/75,102,1507,12,7.31854
5/13/75,87,1385,8,7.234177
5/14/75,119,1632,10,7.398174
5/15/75,107,1687,12,7.4313
